Date,reported_I,incidence_conbined_intervention_I,incidence_conbined_intervention_I_up,incidence_conbined_intervention_I_down,incidence_simulation_I,incidence_simulation_I_up,incidence_simulation_I_down,simulation_I,simulation_I_up,simulation_I_down
2020-06-04,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2020-06-05,3,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,2.909090909090909,2.909090909090909,2.909090909090909
2020-06-06,5,11.294765840220386,11.294765840220386,11.294765840220386,11.294765840220386,11.294765840220386,11.294765840220386,14.203856749311296,14.203856749311296,14.203856749311296
2020-06-07,15,9.228123239324843,9.28818271431934,9.144562566817138,9.228123239324843,9.28818271431934,9.144562566817138,23.431979988636144,23.49203946363064,23.348419316128435
2020-06-08,25,7.4239761362642955,7.834769986385018,7.239445063877887,7.4239761362642955,7.834769986385018,7.239445063877887,30.86480401254706,31.22431678807618,30.650177399321816
2020-06-09,40,9.865195969902942,10.230649673198029,9.50473565975903,9.865195969902942,10.230649673198029,9.50473565975903,40.7455885980615,41.32932498051263,40.19635726316162
2020-06-10,55,13.899815722498747,14.743924888440342,12.951753157604513,14.04423250271413,14.90344402877188,13.07084571710431,54.768984977309714,56.12621151777097,53.454016671687825
2020-06-11,67,17.740477738518805,18.998079961234986,16.231327263310213,18.162179796256922,19.46441357939078,16.587869833921324,72.9294767694808,75.51813072917085,70.16243098836071
2020-06-12,98,21.10764551041575,22.756165361935206,19.20737688577498,21.90560350577945,23.640369756425475,19.86163321657181,94.82302099663748,99.1459096896749,90.10145614949349
2020-06-13,134,24.76001586527822,26.91009130157629,22.431377410859437,26.27034197494134,28.620273928551114,23.652913437664736,121.08851760055433,127.73972790523572,113.80353098780907
2020-06-14,165,24.717886866893295,27.057327799963016,22.28076098082646,28.26644559970395,31.063050875305418,25.289690511624592,149.36557944067613,158.8082247943628,139.1243815217486
2020-06-15,180,22.41861827982692,24.66343170705885,20.200679192285328,28.65104955791095,31.733197101079817,25.512660752139958,178.01161980478315,190.529008097401,164.6786162385356
2020-06-16,201,21.52660806711276,23.812836547114564,19.34283446679512,30.50207679758585,34.08927230456441,26.98500388585304,208.50753286748989,224.60921495511226,191.67561258514155
2020-06-17,217,20.098671781994575,22.37565740480769,17.97385666208262,31.478063886059765,35.42943697656876,27.70936953340323,239.9881085306306,260.06230006685513,219.33129706636822
2020-06-18,238,17.95086269632334,20.09122524893647,15.97873882456867,32.12567922453818,36.445641106236266,28.13492432394946,272.1160103068051,296.46166035116664,247.5294274591112
2020-06-19,249,16.156977072942404,18.217590878015045,14.280232281140425,32.96291666156223,37.77710872954442,28.616412388271968,305.0562675917981,334.28983869538126,276.2087376842007
2020-06-20,262,14.910904164810766,16.976313704075462,13.063323108473565,36.835767058509695,42.81067564329542,31.517724486950506,341.8757295947317,377.11415457155704,307.7970090401207
2020-06-21,275,12.684727517560745,14.532629105836246,11.02739372653539,39.87552916964164,46.92196874140789,33.63281168434887,381.7215885408831,424.0474337639695,341.54960961865584
2020-06-22,282,10.356136085524675,11.929952571520845,8.954245000945644,43.5700464621274,51.92614831214716,36.23610322128566,425.28566214932596,475.94999173000497,377.777544351895
2020-06-23,285,9.03264145694719,10.491342827670922,7.747769125306617,54.58129583212045,66.15030667918836,44.37698574710453,479.90681892651435,541.940764653938,422.27862353450735
2020-06-24,302,8.244263426401584,9.67021768264137,7.005107012480906,67.62053790391299,83.35313445761716,53.93929320309436,547.5695774108087,625.2700652699865,476.31673701310626
2020-06-25,305,7.2131503438129725,8.546262826745028,6.071781300105125,79.63785865907087,99.32993314525218,62.68752852965637,627.1898190590659,724.5289578020064,539.0235320597953
2020-06-26,322,5.875666546739457,7.023575973412214,4.897581694570895,94.1099048972062,118.95459390594988,72.99712698469173,721.3218344515143,843.5534102262811,611.9060929521256
2020-06-27,329,4.689277623579153,5.663159523884235,3.8740412393543737,114.99499320399633,147.50661043829493,87.60963078474403,836.2927536622432,991.1145573737895,699.6259302648
2020-06-28,329,3.732189747450781,4.575077153667878,3.0548528109167905,129.65716766484667,168.50618766122463,97.248034922749,965.8992122317961,1159.8550337996983,796.6490777771761
2020-06-29,331,3.086424952491355,3.849166497992338,2.4952374134282085,142.60182702115503,187.60242091421216,105.39678096390578,1108.4568227476877,1347.6974260558957,902.042422174049
2020-06-30,331,2.5614056271996493,3.2762847689836367,2.0455133062748767,167.47767606451288,223.6408602128044,121.55731418886035,1275.836394955558,1571.2472846307999,1023.782456508531
2020-07-01,333,1.9740282448888715,2.620935835397221,1.5456330022931968,171.2817443034324,231.2349153875963,123.63566204013055,1447.1729250726362,1802.3982590716028,1147.779073524189
2020-07-02,334,1.525337549706629,2.119149999559742,1.1726598153529781,180.95372251715753,246.91062106428004,129.47739129550772,1628.1317619623096,2049.3088801358826,1277.256464819697
2020-07-03,334,1.1830288382250014,1.723072642932349,0.892893515097299,196.69196129595508,272.2974860299394,138.65874995610807,1824.689056949147,2321.59995519698,1415.7792435927809
2020-07-04,335,0.8821473019114314,1.333495883906733,0.656389978896103,214.80930000249234,301.04653170654416,149.5644614925028,2039.446666157423,2623.483037834527,1565.0120965231185
2020-07-05,335,0.654628684333079,1.0306784020093036,0.4802584157013748,219.734404135151,311.15702467067996,151.5466952309586,2259.186247890043,2935.374629184728,1716.4479345499649
