Date,reported_I,incidence_conbined_intervention_I,incidence_conbined_intervention_I_up,incidence_conbined_intervention_I_down,incidence_simulation_I,incidence_simulation_I_up,incidence_simulation_I_down
2020-06-04,2,2.0,2.0,2.0,2.0,2.0,2.0
2020-06-05,3,9.02439024390244,9.02439024390244,9.02439024390244,9.02439024390244,9.02439024390244,9.02439024390244
2020-06-06,5,7.2234570527457205,7.247517876216898,7.198971168802164,7.2234570527457205,7.247517876216898,7.198971168802164
2020-06-07,15,7.808389075219443,7.9676947437753505,7.646269098413819,7.808389075219443,7.9676947437753505,7.646269098413819
2020-06-08,25,9.116313847043635,9.434871557424003,8.792703860672361,9.116313847043635,9.434871557424003,8.792703860672361
2020-06-09,40,10.76865561907335,11.27593431162613,10.256735487443263,10.76865561907335,11.27593431162613,10.256735487443263
2020-06-10,55,13.668721743512052,14.478771014399866,12.858693993627927,13.668721743512052,14.478771014399866,12.858693993627927
2020-06-11,67,16.959819271828483,18.139804882840053,15.790253798011298,16.959819271828483,18.139804882840053,15.790253798011298
2020-06-12,98,20.317638504515806,21.916650990716914,18.746199815765223,20.317638504515806,21.916650990716914,18.746199815765223
2020-06-13,134,23.33130284101337,25.37982521515274,21.33640526689085,23.33130284101337,25.37982521515274,21.33640526689085
2020-06-14,165,26.235109256344316,28.7819332160813,23.777856071567644,26.235109256344316,28.7819332160813,23.777856071567644
2020-06-15,180,25.634505683978247,28.29383220687438,23.085820917108993,25.634505683978247,28.29383220687438,23.085820917108993
2020-06-16,201,23.22187948498933,25.752843235757894,20.809133843102874,23.22187948498933,25.752843235757894,20.809133843102874
2020-06-17,217,21.62963822994771,24.125159221193474,19.265884671618906,21.62963822994771,24.125159221193474,19.265884671618906
2020-06-18,238,19.500157933557162,21.859833454810964,17.27748865800668,19.500157933557162,21.859833454810964,17.27748865800668
2020-06-19,249,16.976338428651836,19.11877692297848,14.968814574184108,16.976338428651836,19.11877692297848,14.968814574184108
2020-06-20,262,14.724005992380505,16.669558171287036,12.911962707390122,14.724005992380505,16.669558171287036,12.911962707390122
2020-06-21,275,12.86185450923865,14.64896854578017,11.208720780788331,12.86185450923865,14.64896854578017,11.208720780788331
2020-06-22,282,10.754781655235465,12.30127709490758,9.331020692053603,10.754781655235465,12.30127709490758,9.331020692053603
2020-06-23,285,8.8100487264553,10.111180176546942,7.6166926622261375,9.111870508215807,10.475609318657469,7.86362595113065
2020-06-24,302,7.420962885824627,8.556589722526743,6.384755166195658,8.48496088558637,9.844381461161523,7.253084695858131
2020-06-25,305,6.366261793443032,7.3813002499168325,5.445749785985038,8.109519675889512,9.496195092277599,6.864960220601432
2020-06-26,322,5.347815145110658,6.228443133509934,4.553086158356231,7.608346683309319,8.98138660078046,6.386162717497661
2020-06-27,329,4.350827458267631,5.083612930435324,3.6918452156365813,6.77397132073585,8.046675015422265,5.648490188665826
2020-06-28,329,3.504586507155678,4.1068495539789645,2.9647452263833873,5.964928782161319,7.1296208379110375,4.941735613893674
2020-06-29,331,2.8098651982134255,3.3020691019853134,2.3700801831620617,5.2308075877060665,6.2911490199769835,4.305460798575267
2020-06-30,331,2.28139025936287,2.6904423047332844,1.9173444884558049,4.74968574704711,5.756389964472619,3.878249705465221
2020-07-01,333,1.8503287044007068,2.1897253279783806,1.549457708919807,4.304396498237708,5.2559253327546855,3.487180000168414
2020-07-02,334,1.449799353700326,1.719119577916287,1.2115990080102252,3.6177671826111615,4.4406712008457685,2.9150818502219535
2020-07-03,334,1.1383184624025935,1.352676123513245,0.9492066967426982,3.072160146602061,3.793529882323308,2.4602271992860376
2020-07-04,335,0.8932269965153783,1.0636689913168398,0.7432281750565016,2.601943062441676,3.231450030484574,2.0712928676000906
2020-07-05,335,0.6928916051359183,0.8263146997505466,0.575672186349887,2.1298525919843283,2.656052226684576,1.6882910181326896
