Date,reported_I,incidence_conbined_intervention_I,incidence_conbined_intervention_I_up,incidence_conbined_intervention_I_down,incidence_simulation_I,incidence_simulation_I_up,incidence_simulation_I_down,simulation_I,simulation_I_up,simulation_I_down
2020-06-04,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2020-06-05,3,1.5,1.5,1.5,1.5,1.5,1.5,3.5,3.5,3.5
2020-06-06,5,10.745649714789455,14.115289321230714,8.607841331361787,10.745649714789455,14.115289321230714,8.607841331361787,14.245649714789453,17.615289321230712,12.107841331361787
2020-06-07,15,10.600325140265733,11.510810583585203,9.361160256080053,10.600325140265733,11.510810583585203,9.361160256080053,24.845265348985038,29.14138313533363,21.466786807560602
2020-06-08,25,8.883336860495426,9.738628565159136,8.458631730928328,8.883336860495426,9.738628565159136,8.458631730928328,33.77961761031085,38.670382093780724,29.95494382297202
2020-06-09,40,10.278390714231145,11.913184656933264,9.308303603383997,10.278390714231145,11.913184656933264,9.308303603383997,44.05354812127182,50.523101468467566,39.29676281368075
2020-06-10,55,13.923169095619187,16.258960714536695,12.064059035591432,13.923169095619187,16.258960714536695,12.064059035591432,58.000557812995915,66.56366779260814,51.41829332290007
2020-06-11,67,18.07567900159841,20.956528681100686,15.494231451647167,18.07567900159841,20.956528681100686,15.494231451647167,76.1048137303738,87.16560712944121,66.9994975774864
2020-06-12,98,21.812330025461254,25.08286305483364,18.7920079554263,21.812330025461254,25.08286305483364,18.7920079554263,97.95092736380309,111.99140540016272,85.90720875866853
2020-06-13,134,25.555900059149003,29.415998020000526,22.02927035421442,25.555900059149003,29.415998020000526,22.02927035421442,123.51823591070438,141.0327983813934,108.07160609743578
2020-06-14,165,25.924724211358928,29.3995392663185,22.631028457158934,25.924724211358928,29.3995392663185,22.631028457158934,149.50065837264438,170.00222695590492,130.93550523043803
2020-06-15,180,23.690744275411575,26.518456253929134,20.977511381711018,23.690744275411575,26.518456253929134,20.977511381711018,173.22482601089285,196.00225766935188,152.2656714269561
2020-06-16,201,22.30995392368258,25.011611575330633,19.789671162747325,22.30995392368258,25.011611575330633,19.789671162747325,195.56822293185766,220.38478565044238,172.46959339404765
2020-06-17,217,20.681961341298685,23.21720435583731,18.349667510982826,20.681961341298685,23.21720435583731,18.349667510982826,216.36977340980388,243.04234350806988,191.22068352588184
2020-06-18,238,18.434736186998947,20.6909553712074,16.34922720592781,18.434736186998947,20.6909553712074,16.34922720592781,234.84846240095067,263.33181945233713,208.0880893773543
2020-06-19,249,16.41948760689605,18.522660262971467,14.514458135616575,16.41948760689605,18.522660262971467,14.514458135616575,251.27261906544408,281.6776112448313,222.96080498030022
2020-06-20,262,14.941754697500604,16.99367112476042,13.074003124026358,14.941754697500604,16.99367112476042,13.074003124026358,266.17009856080205,298.30700134827356,236.41969078697934
2020-06-21,275,12.706345912516788,14.592233152581764,10.966149114390667,12.706345912516788,14.592233152581764,10.966149114390667,278.9082298526551,312.2921375581173,248.01893891993356
2020-06-22,282,10.270946336253846,11.962880869832926,8.68365234113912,10.827077975326379,12.59407394439193,9.180284700573281,289.6985672483331,324.14062856081557,257.81720479405755
2020-06-23,285,8.734235880242698,10.283668236839278,7.330231684849375,10.906119913355237,12.842465541374928,9.14459159642601,300.5670734894623,336.28161954415197,267.64960693520226
2020-06-24,302,7.823285140530093,9.299998930471778,6.505960621862247,11.635043039317742,13.944503092045062,9.541724379256172,312.20529722963374,349.2966803513424,277.823745327911
2020-06-25,305,6.867602226598406,8.281089460265164,5.642673838960373,11.863074461364022,14.41124463261717,9.536522198167887,324.1062084490228,362.9158297344129,288.0080139607649
2020-06-26,322,5.608252010615642,6.907785318260118,4.492641504290795,10.975750476669752,13.559707464668652,8.582115096305847,335.0734878191116,375.71512193075273,297.3594414763021
2020-06-27,329,4.413033329928378,5.580701650170034,3.4397554186084296,9.845856978239748,12.374288855713825,7.501726020718748,344.8942829146139,387.02674591082103,305.8214314748784
2020-06-28,329,3.4259162394523646,4.459834235223281,2.5957666054496653,8.843679477841471,11.299096354559477,6.600879874264512,353.6768786841441,396.87975295869063,314.0481769908487
2020-06-29,331,2.7599859389510035,3.669065592834328,2.049328876587125,8.494188723270778,10.977076457451656,6.259123961248513,362.1795050937113,406.79978998916624,321.1701218886254
2020-06-30,331,2.260457640169409,3.0805369874243875,1.640294334988947,8.272992883609032,10.832186994991812,6.002964032131736,370.5179447637028,416.39655331620395,328.2683806669936
2020-07-01,333,1.745544084795142,2.489133363695876,1.2094158741713652,7.264897082853244,9.673354879160598,5.188581053226954,377.6775462822379,425.31822754815425,334.48414118949313
2020-07-02,334,1.3285299414156784,2.019401787959556,0.8738855247766855,6.337324364117657,8.574608756408137,4.513591869604382,384.05132041698346,433.08688398614686,340.04319128465283
2020-07-03,334,1.0092336179545554,1.6413133486743636,0.6303213666640257,5.597839313886519,7.691178820630157,3.9553401777939112,389.6718384913177,440.13065987357163,344.5352868030469
2020-07-04,335,0.7351643418501463,1.2637169923765523,0.4360960204083064,4.626925523139453,6.505032791351605,3.180950770472613,394.3512312921169,445.7925629745698,348.39370691046173
2020-07-05,335,0.5275247417528296,0.9608212950558731,0.2964625318672768,3.7629668665346037,5.432202555962332,2.5224800079393583,398.1122964752549,450.44917588409953,351.38525503117614
